HON,length,start,end,hits,distance
store2,0.056,45.278,45.334,6,34.782
Terrain,0.111,45.345,45.456,11,29.676
New_NPC (34),0.0,45.467,45.467,1,32.576
store2,0.155,45.479,45.634,15,37.421
house8,0.0,45.645,45.645,1,86.686
PlantPot_A (10),0.578,45.656,46.234,53,24.15
NPC-627,0.011,46.245,46.256,2,5.829
NPC-625,0.034,46.267,46.301,4,6.648
NPC-627,0.022,46.312,46.334,3,5.734
face_627,0.156,46.345,46.501,15,5.615
NPC-625,0.022,46.512,46.534,3,6.301
NPC-627,0.056,46.545,46.601,6,5.384
face_627,0.067,46.612,46.679,7,5.299
NPC-627,0.0,46.69,46.69,1,5.289
NPC-625,0.045,46.701,46.746,5,5.997
NPC-627,0.0,46.756,46.756,1,5.183
NPC-625,0.012,46.767,46.779,2,5.914
NPC-627,0.0,46.79,46.79,1,5.088
NPC-625,0.0,46.801,46.801,1,5.864
NPC-627,0.011,46.812,46.823,2,5.07
NPC-625,0.0,46.834,46.834,1,5.825
face_625,0.0,46.845,46.845,1,5.969
NPC-625,0.011,46.856,46.867,2,5.808
face_627,0.0,46.878,46.878,1,4.969
NPC-625,0.0,46.89,46.89,1,5.751
face_625,0.044,46.901,46.945,5,5.826
BridgeSlope_Simple (1),0.11,46.957,47.067,11,30.529
streetLight2 (40),0.022,47.079,47.101,3,13.642
BridgeSlope_Simple (1),0.033,47.112,47.145,4,31.452
face_625,0.0,47.156,47.156,1,5.555
BridgeSlope_Simple (1),0.0,47.168,47.168,1,32.883
face_625,0.199,47.179,47.378,19,5.29
streetLight2 (40),0.0,47.389,47.389,1,13.161
BridgeSlope_Simple (1),1.455,47.4,48.855,132,11.767
Terrain,0.155,48.866,49.021,15,13.181
BridgeSlope_Simple (1),0.767,49.033,49.8,70,8.135
face_58,0.0,50.044,50.044,1,10.341
baum ld0(enhanced),0.0,50.055,50.055,1,61.345
face_58,0.034,50.066,50.1,4,10.235
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.0,50.11,50.11,1,61.437
face_58,0.01,50.122,50.132,2,10.173
house8,0.044,50.143,50.187,5,79.712
face_58,0.0,50.198,50.198,1,10.099
house8,0.0,50.21,50.21,1,79.667
face_58,0.011,50.221,50.232,2,9.998
house8,0.0,50.243,50.243,1,79.622
face_58,0.0,50.254,50.254,1,9.965
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.0,50.265,50.265,1,61.431
face_58,0.034,50.276,50.31,4,9.896
New_NPC (58),0.011,50.321,50.332,2,9.714
house8,0.033,50.343,50.376,4,79.455
face_58,0.0,50.387,50.387,1,9.794
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.0,50.398,50.398,1,61.275
PlantPot_A (10),0.556,50.41,50.966,51,17.51
store2,0.233,50.977,51.21,22,29.934
metalBench (8),0.3,51.221,51.521,28,18.988
store2,0.011,51.532,51.543,2,27.811
PlantPot_A (10),0.033,51.554,51.587,4,17.293
store2,0.033,51.598,51.631,4,30.31
PlantPot_A (10),0.0,51.642,51.642,1,17.407
store2,0.211,51.653,51.864,20,29.17
PlantPot_A (10),0.067,51.875,51.942,7,17.055
store2,0.0,51.953,51.953,1,27.63
PlantPot_A (10),0.312,51.964,52.276,29,15.555
house8,0.0,52.288,52.288,1,76.769
baum ld0(enhanced),0.011,52.299,52.31,2,58.442
house8,0.077,52.321,52.398,8,76.639
baum ld0(enhanced),0.289,52.409,52.698,27,57.725
house8,0.012,52.709,52.721,2,76.334
StreetRail_A_A,0.0,52.732,52.732,1,114.387
house8,0.044,52.743,52.787,5,76.363
StreetRail_A_A,0.0,52.798,52.798,1,114.41
LampPost_F,0.077,52.809,52.886,8,114.437
Sky (2),0.023,52.897,52.92,3,229.676
StreetRail_A_A,0.033,52.931,52.964,4,114.137
house8,0.0,52.975,52.975,1,76.108
Sky (2),0.0,52.986,52.986,1,229.738
house8,0.034,52.997,53.031,4,76.066
Sky (2),0.378,53.042,53.42,35,229.795
StreetRail_A_B,0.0,53.431,53.431,1,110.302
Sky (2),0.078,53.442,53.52,8,228.6
StreetRail_A_B,0.0,53.531,53.531,1,110.087
Sky (2),0.011,53.542,53.553,2,228.49
StreetRail_A_B,0.0,53.565,53.565,1,109.846
house8,0.154,53.576,53.73,2,74.93
Bridge_Simple_Straight (2),0.0,53.742,53.742,1,78.899
house8,0.0,53.753,53.753,1,74.773
house13,0.011,53.764,53.775,2,121.573
Bridge_Simple_Straight (2),0.011,53.786,53.797,2,78.853
house8,0.0,53.808,53.808,1,74.724
house13,0.0,53.819,53.819,1,121.5
Bridge_Simple_Straight (2),0.0,53.83,53.83,1,78.955
house13,0.0,53.842,53.842,1,121.459
house8,0.0,53.853,53.853,1,74.62
streetLight1Prefab (82),0.0,53.864,53.864,1,73.476
house8,0.011,53.875,53.886,2,74.579
streetLight1Prefab (82),0.011,53.897,53.908,2,72.806
house8,0.012,53.919,53.931,2,74.524
StreetRail_A_B,0.0,53.941,53.941,1,107.237
Sky (2),0.011,53.953,53.964,2,228.019
StreetRail_A_B,0.0,53.975,53.975,1,107.548
Sky (2),0.256,53.986,54.242,24,228.232
Bridge_Simple_Straight (2),0.011,54.253,54.264,2,40.357
Sky (2),0.022,54.276,54.298,3,232.287
Bridge_Simple_Straight (2),0.033,54.309,54.342,4,40.929
Sky (2),0.0,54.352,54.352,1,232.452
Bridge_Simple_Straight (2),0.111,54.364,54.475,11,39.94
Sky (2),0.0,54.486,54.486,1,232.834
Bridge_Simple_Straight (2),0.012,54.497,54.509,2,38.607
Sky (2),0.034,54.519,54.553,4,232.843
Bridge_Simple_Straight (2),0.044,54.564,54.608,5,44.904
house13,0.144,54.62,54.764,14,120.64
streetLight1Prefab (82),0.0,54.975,54.975,1,70.609
house8,0.023,54.986,55.009,3,72.938
streetLight1Prefab (82),0.278,55.019,55.297,26,71.592
house8,0.0,55.308,55.308,1,72.521
Sky (2),0.211,55.319,55.53,20,226.456
StreetRail_A_A,0.0,55.541,55.541,1,98.778
Sky (2),0.045,55.552,55.597,5,225.881
StreetRail_A_A,0.0,55.608,55.608,1,100.065
Sky (2),0.077,55.619,55.696,8,225.829
StreetRail_A_A,0.0,55.708,55.708,1,99.004
Sky (2),0.133,55.719,55.852,13,225.669
StreetRail_A_A,0.0,55.863,55.863,1,99.997
Sky (2),0.201,55.874,56.075,19,225.291
StreetRail_A_B,0.0,56.086,56.086,1,106.752
house8,0.278,56.097,56.375,26,71.773
baum ld2(enhanced) (1),0.0,56.386,56.386,1,52.606
baum ld2(enhanced),0.0,56.397,56.397,1,52.736
house8,0.111,56.408,56.519,11,70.708
baum ld2(enhanced),0.0,56.53,56.53,1,52.685
house8,0.0,56.541,56.541,1,70.613
baum ld2(enhanced),0.045,56.552,56.597,5,52.484
house8,0.022,56.608,56.63,3,70.955
store2,0.0,56.641,56.641,1,54.049
baum ld0(enhanced),0.244,56.652,56.896,23,10.116
store2,0.0,56.907,56.907,1,53.656
Sky (2),0.045,56.918,56.963,5,227.391
StreetRail_A_B,0.044,56.974,57.018,5,112.538
Sky (2),0.045,57.029,57.074,5,227.144
StreetRail_A_B,0.0,57.085,57.085,1,111.099
Sky (2),0.289,57.096,57.385,27,223.71
house8,0.011,57.396,57.407,2,69.619
Sky (2),0.0,57.418,57.418,1,223.053
StreetRail_A_A,0.0,57.429,57.429,1,107.195
LampPost_F,0.0,57.44,57.44,1,108.258
Sky (2),0.033,57.452,57.485,4,223.067
house8,0.012,57.496,57.508,2,69.47
Sky (2),0.0,57.519,57.519,1,222.744
house8,0.0,57.53,57.53,1,69.43
Sky (2),0.033,57.541,57.574,4,222.839
StreetRail_A_A,0.0,57.585,57.585,1,114.678
Sky (2),0.0,57.596,57.596,1,222.75
StreetRail_A_B,0.0,57.607,57.607,1,103.608
Sky (2),0.0,57.618,57.618,1,222.809
StreetRail_A_B,0.0,57.629,57.629,1,102.007
Sky (2),0.0,57.64,57.64,1,222.65
StreetRail_A_B,0.0,57.652,57.652,1,101.673
Sky (2),0.122,57.663,57.785,12,222.682
house8,0.033,57.796,57.829,4,68.784
PlantPot_D_V01,0.0,57.841,57.841,1,49.97
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.333,57.852,58.185,31,50.25
house8,0.033,58.196,58.229,4,68.737
PlantPot_A (10),0.0,58.241,58.241,1,7.941
store2,0.0,58.251,58.251,1,52.628
house8,0.066,58.263,58.329,7,69.429
store2,0.066,58.341,58.407,7,51.704
house8,0.0,58.418,58.418,1,69.262
store2,0.0,58.429,58.429,1,52.341
house8,0.367,58.44,58.807,26,68.322
Bridge_Simple_Curved,0.0,58.818,58.818,1,97.898
house8,0.0,58.829,58.829,1,67.451
Bush_qilgP2_6x6x4_PF (47),0.0,58.84,58.84,1,78.522
house8,0.045,58.851,58.896,5,67.307
streetLight1Prefab (82),0.022,58.907,58.929,3,66.121
BridgeSlope_Simple (1),1.289,59.151,60.44,99,14.747
Bridge_Simple_Curved,0.0,60.45,60.45,1,96.315
house8,0.143,60.462,60.605,14,64.887
Sky (2),0.357,60.616,60.973,33,224.208
store2,0.744,60.983,61.727,68,29.25
PlantPot_A (10),0.267,61.738,62.005,25,3.296
store2,0.011,62.016,62.027,2,27.434
cardboardBox01,0.0,62.038,62.038,1,38.575
store2,0.011,62.049,62.06,2,43.803
cardboardBox01 (1),0.0,62.071,62.071,1,39.446
cardboardBox01,0.123,62.082,62.205,12,38.428
Pavement_D_A (1),0.111,62.216,62.327,11,33.97
cardboardBox01,0.0,62.338,62.338,1,38.183
store2,0.011,62.35,62.361,2,39.649
Pavement_D_A (1),0.132,62.372,62.504,13,34.765
cardboardBox01,0.011,62.516,62.527,2,38.131
Pavement_D_A,0.011,62.538,62.549,2,41.685
house8,0.0,62.56,62.56,1,62.269
baum ld2(enhanced),0.0,62.571,62.571,1,43.936
baum ld0(enhanced),0.022,62.582,62.604,3,43.428
PlantPot_B_V01 (1),0.0,62.616,62.616,1,43.512
baum ld0(enhanced),0.011,62.627,62.638,2,43.458
house8,0.0,62.649,62.649,1,61.906
baum ld0(enhanced),0.0,62.66,62.66,1,43.466
PlantPot_B_V01 (1),0.0,62.671,62.671,1,43.394
house8,0.0,62.682,62.682,1,61.859
baum ld0(enhanced),0.0,62.694,62.694,1,43.395
PlantPot_B_V01 (1),0.056,62.704,62.76,6,43.407
baum ld0(enhanced),0.012,62.771,62.783,2,43.403
PlantPot_B_V01 (1),0.078,62.794,62.872,8,43.362
house8,0.0,62.883,62.883,1,61.568
PlantPot_B_V01 (1),0.0,62.894,62.894,1,43.529
house8,0.378,62.905,63.283,35,61.437
Bridge_Simple_Straight (2),1.088,63.294,64.382,81,47.889
house13,0.0,64.393,64.393,1,107.256
Bridge_Simple_Straight (2),0.433,64.404,64.837,40,36.931
house13,0.0,64.848,64.848,1,106.642
Bridge_Simple_Straight (2),0.0,64.86,64.86,1,53.243
Sky (2),0.034,64.87,64.904,4,213.225
StreetRail_A_A,0.0,64.915,64.915,1,86.586
Sky (2),0.144,64.926,65.07,14,213.247
Bridge_Simple_Straight (2),0.589,65.081,65.67,54,30.893
Sky (2),0.322,65.681,66.003,30,212.188
StreetRail_A_B,0.033,66.015,66.048,4,90.261
Sky (2),0.021,66.059,66.08,3,211.224
StreetRail_A_B,0.0,66.092,66.092,1,90.618
Sky (2),0.244,66.103,66.347,23,211.475
house8,0.01,66.359,66.369,2,57.16
Bridge_Simple_Straight (2),0.657,66.38,67.037,60,47.468
house8,0.033,67.048,67.081,4,56.25
baum ld0(enhanced),0.222,67.092,67.314,21,37.626
house8,0.0,67.325,67.325,1,56.897
baum ld1(enhanced),0.0,67.336,67.336,1,38.454
store2,0.874,67.347,68.221,56,12.565
Terrain,0.21,68.444,68.654,20,16.144
PlantPot_A (8),0.289,68.666,68.955,27,34.704
PlantPot_A (9),0.011,68.966,68.977,2,17.919
face_4051,0.0,68.988,68.988,1,15.059
B013,0.0,68.999,68.999,1,89.723
Terrain,0.034,69.01,69.044,4,76.886
B013,0.022,69.055,69.077,3,85.176
Terrain,0.0,69.088,69.088,1,73.392
B013,0.011,69.099,69.11,2,86.388
Terrain,0.0,69.121,69.121,1,72.463
B013,0.056,69.132,69.188,6,86.868
pavement3 (7),0.0,69.199,69.199,1,86.306
Terrain,0.022,69.21,69.232,3,68.193
B013,0.088,69.244,69.332,9,85.616
Terrain,0.089,69.343,69.432,9,50.775
Sitting_NPC (415),0.0,69.443,69.443,1,6.893
Terrain,0.0,69.454,69.454,1,24.769
metalBench (8),0.0,69.465,69.465,1,7.477
Terrain,0.0,69.477,69.477,1,29.581
metalBench (8),0.0,69.488,69.488,1,7.7
Terrain,0.012,69.499,69.511,2,24.921
metalBench (8),0.0,69.521,69.521,1,7.247
Terrain,0.0,69.532,69.532,1,24.45
metalBench (8),0.011,69.543,69.554,2,7.326
Terrain,0.123,69.565,69.688,12,25.413
metalBench (8),0.0,69.699,69.699,1,6.52
Terrain,0.0,69.711,69.711,1,24.002
metalBench (8),0.079,69.722,69.801,8,6.696
PlantPot_A (2),0.0,69.812,69.812,1,49.202
B017 (3),0.068,69.823,69.891,7,63.089
baum ld0(enhanced),0.002,69.902,69.904,2,50.723
B017 (3),0.079,69.914,69.993,8,62.939
baum ld0(enhanced),0.0,70.005,70.005,1,50.324
B017 (3),0.0,70.016,70.016,1,63.148
baum ld0(enhanced),0.011,70.026,70.037,2,49.85
B017 (3),0.089,70.048,70.137,9,62.689
baum ld0(enhanced),0.021,70.149,70.17,3,49.637
baum ld1(enhanced) (8),0.473,70.181,70.654,43,75.655
Cathedral,0.2,70.665,70.865,19,159.099
baum ld1(enhanced) (8),0.101,70.898,70.999,10,74.046
B026 (4),0.0,71.009,71.009,1,53.312
baum ld1(enhanced) (8),0.011,71.02,71.031,2,73.84
B026 (4),0.0,71.043,71.043,1,53.363
baum ld1(enhanced) (8),0.033,71.054,71.087,4,73.785
B026 (4),0.0,71.098,71.098,1,53.057
baum ld1(enhanced) (8),0.034,71.109,71.143,4,73.854
B026 (4),0.0,71.155,71.155,1,53.088
baum ld1(enhanced) (8),0.011,71.366,71.377,2,74.476
B22 1 (3),0.0,71.388,71.388,1,54.64
baum ld1(enhanced) (8),0.034,71.399,71.433,4,75.01
B22 1 (3),0.0,71.444,71.444,1,54.772
baum ld1(enhanced) (8),0.0,71.455,71.455,1,76.016
B22 1 (3),0.011,71.467,71.478,2,54.671
baum ld1(enhanced) (8),0.011,71.489,71.5,2,74.51
B22 1 (3),0.0,71.512,71.512,1,54.383
baum ld1(enhanced) (8),0.366,71.522,71.888,34,73.743
Cathedral,0.388,71.899,72.287,36,154.063
B001,0.0,72.321,72.321,1,65.672
baum ld0(enhanced),0.01,72.333,72.343,2,60.526
B030,0.0,72.355,72.355,1,76.245
baum ld0(enhanced),0.0,72.365,72.365,1,60.856
B030,0.0,72.376,72.376,1,76.205
baum ld0(enhanced),0.177,72.387,72.564,17,61.156
B013,0.0,72.575,72.575,1,79.523
Lod_1,0.212,72.597,72.809,20,47.62
baum ld1(enhanced),0.178,72.842,73.02,17,28.453
store2,0.278,73.03,73.308,26,21.913
baum ld0(enhanced),0.056,73.319,73.375,6,119.325
retirementHome1,0.0,73.386,73.386,1,224.282
baum ld0(enhanced),0.055,73.397,73.452,6,118.965
streetLight2 (37),0.0,73.697,73.697,1,17.526
B017 (3),0.0,73.709,73.709,1,63.793
streetLight2 (37),0.0,73.719,73.719,1,17.659
B017 (3),0.0,73.73,73.73,1,62.111
streetLight2 (37),0.101,73.741,73.842,10,17.356
B017 (3),0.022,73.853,73.875,3,63.764
streetLight2 (37),0.022,73.886,73.908,3,17.165
B017 (3),0.022,73.919,73.941,3,63.046
streetLight2 (37),0.0,73.953,73.953,1,17.244
B017 (3),0.0,73.964,73.964,1,60.692
Cathedral,0.0,73.975,73.975,1,152.716
baum ld1(enhanced) (8),0.0,73.986,73.986,1,72.514
baum ld0(enhanced) (2),0.011,74.019,74.03,2,60.659
B011 (2),0.0,74.041,74.041,1,43.726
baum ld0(enhanced) (2),0.143,74.053,74.196,9,60.443
builds (3),0.0,74.229,74.229,1,76.37
Sky,0.0,74.24,74.24,1,248.055
builds (3),0.0,74.251,74.251,1,76.158
Sky,0.0,74.263,74.263,1,249.131
builds (3),0.0,74.274,74.274,1,76.087
Sky,0.133,74.296,74.429,3,248.324
builds (3),0.512,74.552,75.064,45,76.874
Sky,0.0,75.076,75.076,1,212.752
builds (3),0.408,75.089,75.497,38,77.461
Sky,0.278,75.509,75.787,26,237.232
baum ld0(enhanced) (2),0.033,75.82,75.853,4,60.78
baum ld1(enhanced),0.0,75.865,75.865,1,34.752
baum ld0(enhanced) (2),0.075,75.876,75.951,7,60.736
baum ld1(enhanced),0.023,75.963,75.986,3,33.222
baum ld0(enhanced),0.143,76.175,76.318,14,57.815
Lod_1,0.0,76.351,76.351,1,45.315
apartment3,0.0,76.363,76.363,1,177.356
PlantPot_A (9),0.233,76.373,76.606,22,11.732
Bush_qilgP2_6x6x4_PF (15),0.0,76.617,76.617,1,130.19
baum ld0(enhanced),0.0,76.629,76.629,1,117.967
store2,1.444,76.64,78.084,112,17.431
PlantPot_A (7),0.0,78.373,78.373,1,47.365
Terrain,0.1,78.384,78.484,10,52.375
store2,3.742,78.495,82.237,338,13.394
Terrain,0.732,82.249,82.981,67,29.958
store2,0.5,82.993,83.493,46,8.676
Terrain,0.355,83.504,83.859,33,15.048
Gr01 (1),0.0,83.87,83.87,1,60.237
Terrain,0.0,83.881,83.881,1,71.51
PlantPot_A (5),0.0,83.892,83.892,1,86.663
Gr01 (1),0.0,83.903,83.903,1,53.405
Terrain,0.0,83.914,83.914,1,80.87
PlantPot_A (5),0.0,83.926,83.926,1,86.953
Gr01 (1),0.0,83.937,83.937,1,63.578
Park_Streight (2),0.0,83.948,83.948,1,115.551
Terrain,0.0,83.959,83.959,1,83.074
Bush_b1_4x4x4_PF_baked_single (1),0.0,83.97,83.97,1,118.045
SingleStraightPrefab (2),0.0,83.981,83.981,1,101.233
Bush_b1_4x4x4_PF_baked_single (1),0.0,83.992,83.992,1,118.004
Terrain,0.022,84.004,84.026,3,81.018
Gr01 (1),0.055,84.037,84.092,6,52.827
streetLight2 (31),0.0,84.103,84.103,1,75.494
Park_Streight (2),0.0,84.115,84.115,1,114.924
Terrain,0.0,84.126,84.126,1,94.135
streetLight2 (31),0.0,84.136,84.136,1,75.438
Gr01 (1),0.089,84.148,84.237,9,56.044
Terrain,0.0,84.247,84.247,1,45.309
Gr01 (1),0.0,84.258,84.258,1,51.214
Terrain,0.023,84.269,84.292,3,47.383
Gr01 (1),0.011,84.303,84.314,2,51.262
Terrain,0.0,84.325,84.325,1,50.685
Gr01 (1),0.0,84.336,84.336,1,51.044
Terrain,0.012,84.347,84.359,2,48.143
Gr01 (1),0.011,84.37,84.381,2,51.367
Terrain,0.033,84.392,84.425,4,47.526
Gr01 (1),0.0,84.436,84.436,1,50.817
Terrain,0.123,84.447,84.57,12,45.612
Gr01 (1),0.0,84.581,84.581,1,50.188
Terrain,0.0,84.592,84.592,1,32.153
PlantPot_A (8),0.022,84.603,84.625,3,18.054
PlantPot_A (7),0.0,84.636,84.636,1,37.496
Terrain,0.012,84.647,84.659,2,42.111
PlantPot_A (7),0.0,84.669,84.669,1,38.748
Terrain,0.011,84.681,84.692,2,40.566
PlantPot_A (7),0.0,84.703,84.703,1,37.591
Terrain,0.0,84.714,84.714,1,37.856
PlantPot_A (7),0.133,84.725,84.858,13,37.62
Terrain,0.011,84.869,84.88,2,35.088
PlantPot_A (7),0.022,84.892,84.914,3,37.805
Terrain,0.0,84.925,84.925,1,39.229
PlantPot_A (7),0.011,84.936,84.947,2,37.26
Terrain,0.022,84.958,84.98,3,33.366
store2,0.368,84.991,85.359,34,12.736
NPC-4626,0.0,85.37,85.37,1,35.506
NPC-4627,0.0,85.381,85.381,1,36.377
NPC-4626,0.322,85.392,85.714,30,35.197
NPC-4627,0.0,85.724,85.724,1,35.959
NPC-4626,0.011,85.736,85.747,2,34.888
store2,0.289,85.758,86.047,27,9.197
Terrain,0.012,86.058,86.07,2,24.829
PlantPot_A (8),0.089,86.081,86.17,9,16.631
Terrain,0.022,86.181,86.203,3,25.064
PlantPot_A (8),0.033,86.214,86.247,4,16.809
Terrain,0.134,86.258,86.392,13,26.623
PlantPot_A (8),0.022,86.403,86.425,3,15.385
Terrain,0.011,86.436,86.447,2,34.621
Gr01 (1),0.0,86.458,86.458,1,48.41
Lod_1,0.022,86.469,86.491,3,38.53
Terrain,0.0,86.502,86.502,1,72.689
Gr01 (1),0.0,86.514,86.514,1,48.774
Terrain,0.0,86.524,86.524,1,43.561
Gr01 (1),0.0,86.536,86.536,1,48.565
Terrain,0.011,86.547,86.558,2,67.984
Gr01 (1),0.0,86.569,86.569,1,53.881
Lod_1,0.0,86.58,86.58,1,38.523
Terrain,0.011,86.591,86.602,2,41.128
Gr01 (1),0.0,86.613,86.613,1,51.299
Terrain,0.023,86.624,86.647,3,41.723
Gr01 (1),0.033,86.658,86.691,4,48.891
Terrain,0.011,86.702,86.713,2,46.017
Gr01 (1),0.0,86.724,86.724,1,48.088
Terrain,0.167,86.735,86.902,16,37.624
Lod_1,0.011,86.913,86.924,2,37.94
Terrain,0.023,86.935,86.958,3,32.13
Lod_1,0.034,86.968,87.002,4,35.37
streetLight2 (39),0.244,87.013,87.257,23,23.836
Lod_1,0.01,87.269,87.279,2,36.249
House_1,0.0,87.291,87.291,1,149.83
SingleStraightPrefab (2),0.0,87.302,87.302,1,96.384
Terrain,0.002,87.324,87.326,2,31.614
PlantPot_A (8),0.566,87.335,87.901,51,13.643
PlantPot_A (7),0.0,87.912,87.912,1,32.169
PlantPot_A (6),0.0,87.923,87.923,1,55.049
Bush_qilgP2_6x6x4_PF (15),0.0,87.935,87.935,1,114.553
baum ld0(enhanced),0.0,87.946,87.946,1,111.644
Terrain,0.0,87.957,87.957,1,62.34
Park_Streight (3),0.0,87.968,87.968,1,106.741
Bush_qilgP2_6x6x4_PF (14),0.001,87.98,87.981,2,120.954
streetLight01,0.043,87.991,88.034,4,105.949
Bush_qilgP2_6x6x4_PF (15),0.0,88.045,88.045,1,114.433
SingleZebraPrefab,0.0,88.057,88.057,1,94.289
NPC (4208),0.022,88.068,88.09,3,44.439
Terrain,0.089,88.101,88.19,9,63.614
SingleZebraPrefab,0.0,88.201,88.201,1,96.635
Park_Streight (3),0.0,88.212,88.212,1,100.473
Park_Sidewalk_Siple,0.0,88.223,88.223,1,107.201
Park_Streight (3),0.012,88.234,88.246,2,103.019
Terrain,0.034,88.256,88.29,4,75.138
NPC-4627,0.0,88.301,88.301,1,32.113
store2,0.335,88.312,88.647,31,23.071
NPC-4626,0.0,88.668,88.668,1,30.794
store2,0.155,88.679,88.834,15,42.04
hydrant01,0.0,88.846,88.846,1,65.944
SingleTPrefab,0.0,88.857,88.857,1,157.259
PlantPot_A (8),0.034,88.867,88.901,4,11.98
Bush_qilgY2_2x2x4_PF_baked_single,0.066,88.912,88.978,7,55.253
streetLight2 (36),0.0,88.99,88.99,1,38.292
Bush_qilgY2_2x2x4_PF_baked_single,0.0,89.001,89.001,1,56.509
streetLight2 (36),0.024,89.012,89.036,4,38.374
Bush_qilgY2_2x2x4_PF_baked_single,0.022,89.057,89.079,3,56.604
streetLight2 (36),0.011,89.09,89.101,2,38.268
Bush_qilgY2_2x2x4_PF_baked_single,0.0,89.112,89.112,1,57.142
streetLight2 (36),0.002,89.124,89.126,2,37.986
Bush_qilgY2_2x2x4_PF_baked_single,0.01,89.136,89.146,2,56.305
PlantPot_A (8),0.0,89.167,89.167,1,12.493
PlantPot_A (5),0.0,89.179,89.179,1,79.248
Lod_1,0.411,89.19,89.601,38,30.058
Bush_qilgY2_2x2x4_PF_baked_single,0.0,89.613,89.613,1,53.619
streetLight2 (36),0.0,89.624,89.624,1,37.268
PlantPot_A (8),0.0,89.634,89.634,1,10.905
Terrain,0.078,89.756,89.834,8,27.307
PlantPot_A (7),0.0,89.845,89.845,1,30.858
Terrain,0.167,89.856,90.023,16,37.497
store2,0.0,90.034,90.034,1,55.661
NPC-4627,0.0,90.045,90.045,1,29.653
NPC-4626,0.0,90.056,90.056,1,28.803
store2,0.011,90.067,90.078,2,31.373
NPC-4627,0.0,90.09,90.09,1,29.624
store2,0.0,90.1,90.1,1,31.324
NPC-4627,0.0,90.111,90.111,1,29.566
NPC-4626,0.0,90.123,90.123,1,28.934
NPC-4627,0.044,90.134,90.178,5,29.57
NPC-4626,0.034,90.189,90.223,4,28.589
store2,0.0,90.234,90.234,1,35.074
NPC-4626,0.211,90.245,90.456,20,28.419
NPC-4627,0.0,90.467,90.467,1,29.091
NPC-4626,0.011,90.478,90.489,2,28.284
NPC-4627,0.023,90.5,90.523,3,29.024
store2,0.0,90.533,90.533,1,30.674
NPC-4627,0.011,90.545,90.556,2,28.977
NPC-4626,0.0,90.567,90.567,1,28.087
store2,0.023,90.578,90.601,3,34.29
NPC-4626,0.011,90.612,90.623,2,28.024
Terrain,0.0,90.634,90.634,1,28.5
Lod_1,0.133,90.934,91.067,13,33.075
baum ld0(enhanced),0.0,91.078,91.078,1,59.763
Lod_1,0.011,91.089,91.1,2,33.601
baum ld0(enhanced),0.012,91.112,91.124,2,59.822
Lod_1,0.012,91.135,91.147,3,28.757
baum ld0(enhanced),0.212,91.167,91.379,20,42.949
B017 (3),0.0,91.389,91.389,1,47.818
streetLight2 (33),0.0,91.4,91.4,1,29.682
baum ld1(enhanced) (8),0.067,91.411,91.478,7,60.824
B017 (3),0.0,91.489,91.489,1,54.076
baum ld1(enhanced) (8),0.011,91.5,91.511,2,60.651
B22 1 (3),0.0,91.522,91.522,1,43.775
baum ld1(enhanced) (8),0.121,91.534,91.655,12,60.575
B22 1 (3),0.0,91.666,91.666,1,43.652
B017 (3),0.011,91.679,91.69,2,46.536
B001,0.289,91.7,91.989,27,48.936
B017 (3),0.011,92.0,92.011,2,47.387
B22 1 (3),0.0,92.022,92.022,1,42.867
baum ld0(enhanced),0.0,92.033,92.033,1,33.335
B011 (2),0.167,92.243,92.41,16,39.411
B026 (4),0.022,92.422,92.444,3,39.105
Chairs (6),0.345,92.455,92.8,32,29.202
Chairs (4),0.022,92.811,92.833,3,31.983
Sitting_NPC (4061),0.0,92.844,92.844,1,30.045
Chairs (6),0.0,92.855,92.855,1,28.926
Sitting_NPC (4061),0.0,92.866,92.866,1,30.105
Chairs (6),0.112,92.877,92.989,11,28.811
Chairs (4),0.0,92.999,92.999,1,31.595
Chairs (6),0.167,93.01,93.177,16,28.606
B026 (4),0.0,93.189,93.189,1,38.564
B22 1 (3),0.0,93.199,93.199,1,39.216
baum ld0(enhanced),0.0,93.211,93.211,1,33.015
B22 1 (3),0.056,93.222,93.278,6,40.264
baum ld0(enhanced),0.011,93.288,93.299,2,33.097
B22 1 (3),0.789,93.31,94.099,72,40.179
baum ld0(enhanced),0.0,94.11,94.11,1,31.037
B011 (2),0.401,94.377,94.778,37,36.882
B014 (2),0.4,94.789,95.189,37,40.26
streetLight2 (34),0.0,95.2,95.2,1,22.728
B011 (2),0.967,95.211,96.178,88,35.538
B001,0.0,96.387,96.387,1,48.677
B030,0.111,96.398,96.509,11,52.579
Lod_1,0.011,96.52,96.531,2,23.82
baum ld1(enhanced),0.0,96.542,96.542,1,73.198
baum ld2(enhanced) (2),0.0,96.564,96.564,1,179.813
Combined_2 (2),0.0,96.576,96.576,1,143.551
baum ld0(enhanced),0.0,96.586,96.586,1,102.314
baum ld1(enhanced),0.023,96.608,96.631,3,34.511
store2,0.166,96.642,96.808,16,39.289
baum ld1(enhanced),0.033,96.819,96.852,4,8.58
store2,0.0,96.863,96.863,1,24.698
baum ld1(enhanced),0.1,96.874,96.974,10,8.703
