HON,length,start,end,hits,distance
Bench (1),0.0,79.517,79.517,1,23.688
Sitting_NPC (410),0.0,79.527,79.527,1,23.414
Sitting_NPC (422),0.0,79.539,79.539,1,23.213
Sitting_NPC (410),0.167,79.549,79.716,16,23.267
Terrain,0.399,79.728,80.127,37,21.732
Lod_1,0.534,80.138,80.672,49,47.619
baum ld0(enhanced),0.0,80.683,80.683,1,141.221
store2,0.0,80.693,80.693,1,87.974
Terrain,0.2,80.705,80.905,19,24.069
streetLight2 (34),0.055,80.916,80.971,6,19.091
Terrain,0.2,80.982,81.182,19,18.938
PlantPot_A (8),0.045,81.193,81.238,5,46.145
store2,0.0,81.249,81.249,1,54.003
PlantPot_A (8),0.155,81.26,81.415,15,46.354
face_410,0.055,81.427,81.482,6,21.866
PlantPot_A (8),0.145,81.493,81.638,14,45.933
face_410,0.066,81.649,81.715,7,21.38
PlantPot_A (8),0.012,81.726,81.738,2,45.427
Terrain,0.012,81.748,81.76,2,35.587
streetLight2 (34),0.266,81.771,82.037,25,17.089
Terrain,0.066,82.049,82.115,7,31.531
Chairs (7),0.021,82.127,82.148,3,17.293
Terrain,0.178,82.159,82.337,17,28.447
Lod_1,0.267,82.348,82.615,25,44.197
Sitting_NPC (416),0.0,82.626,82.626,1,46.067
Lod_1,0.0,82.637,82.637,1,46.095
Sitting_NPC (416),0.011,82.648,82.659,2,46.023
Lod_1,0.355,82.671,83.026,33,44.614
Sitting_NPC (416),0.0,83.037,83.037,1,45.607
Lod_1,0.022,83.048,83.07,3,43.103
Sitting_NPC (416),0.0,83.081,83.081,1,45.407
Lod_1,0.2,83.093,83.293,19,43.125
Combined_apartment1 (1),0.544,83.304,83.848,17,193.298
streetLight2 (34),0.278,83.859,84.137,26,13.284
face_4605,0.0,84.148,84.148,1,48.904
store2,0.011,84.159,84.17,2,53.234
Sitting_NPC (410),0.0,84.181,84.181,1,16.984
face_410,0.0,84.192,84.192,1,16.916
store2,0.0,84.203,84.203,1,45.587
Terrain,0.0,84.214,84.214,1,44.172
Sitting_NPC (410),0.0,84.226,84.226,1,16.824
store2,0.0,84.237,84.237,1,45.62
Sitting_NPC (410),0.232,84.249,84.481,22,16.59
store2,0.022,84.492,84.514,3,44.927
Sitting_NPC (410),0.045,84.525,84.57,5,16.273
face_410,0.0,84.58,84.58,1,16.237
store2,0.022,84.592,84.614,3,68.703
Terrain,0.011,84.625,84.636,2,11.699
PlantPot_A (3),0.0,84.647,84.647,1,5.656
SingleStraightPrefab (2),0.0,84.659,84.659,1,105.932
Terrain,0.033,84.67,84.703,4,58.451
Chairs (7),0.011,84.714,84.725,2,17.639
Chairs (6),0.011,84.736,84.747,2,19.528
Chairs (7),0.0,84.759,84.759,1,18.166
streetLight2 (32),0.0,84.769,84.769,1,50.457
Terrain,0.011,84.781,84.792,2,48.989
Gr01 (1),0.0,84.803,84.803,1,73.446
streetLight2 (32),0.033,84.814,84.847,4,50.344
Terrain,0.0,84.858,84.858,1,54.034
streetLight2 (32),0.0,84.87,84.87,1,50.26
Terrain,0.0,84.88,84.88,1,59.211
streetLight2 (31),0.0,84.892,84.892,1,77.041
face_420,0.0,84.903,84.903,1,16.309
DmaterialC150,0.0,84.914,84.914,1,100.994
Terrain,0.034,84.925,84.959,4,64.616
Sitting_NPC (420),0.0,84.97,84.97,1,15.998
Terrain,0.012,84.98,84.992,2,63.886
Sitting_NPC (420),0.156,85.003,85.159,15,15.768
Terrain,0.01,85.17,85.18,2,49.822
streetLight2 (33),0.0,85.192,85.192,1,30.865
Lod_1,0.189,85.203,85.392,18,39.002
streetLight2 (36),0.0,85.403,85.403,1,52.846
Lod_1,0.278,85.425,85.703,27,40.05
Sitting_NPC (425),0.022,85.725,85.747,3,41.02
Sitting_NPC (416),0.045,85.758,85.803,6,40.089
Lod_1,0.033,85.814,85.847,3,37.647
Sitting_NPC (416),0.022,85.858,85.88,3,39.864
Lod_1,0.122,85.891,86.013,12,37.445
Sitting_NPC (416),0.0,86.025,86.025,1,39.531
Lod_1,0.0,86.036,86.036,1,37.275
Sitting_NPC (416),0.122,86.047,86.169,13,39.407
Lod_1,0.022,86.191,86.213,3,37.864
baum ld0(enhanced),0.002,86.225,86.227,2,124.618
Lod_1,0.132,86.237,86.369,12,38.695
PlantPot_A (6),0.0,86.38,86.38,1,70.813
store2,0.0,86.391,86.391,1,73.094
streetLight2 (39),0.257,86.402,86.659,25,33.719
store2,0.0,86.67,86.67,1,69.224
baum ld1(enhanced),0.066,86.681,86.747,7,50.747
store2,0.388,86.758,87.146,35,69.62
Lod_1,0.022,87.158,87.18,3,36.906
Bush_qilgY2_2x2x4_PF_baked_single,0.0,87.191,87.191,1,62.171
streetLight2 (41),0.0,87.202,87.202,1,87.689
baum ld0(enhanced),0.011,87.213,87.224,2,125.978
Lod_1,0.367,87.235,87.602,34,36.491
Gr01 (1),0.0,87.613,87.613,1,56.891
Terrain,0.477,87.624,88.101,44,18.541
Lod_1,0.199,88.113,88.312,19,33.543
Terrain,0.311,88.324,88.635,29,23.146
trashcan_squarePrefab (2),0.045,88.645,88.69,5,50.632
Terrain,0.178,88.701,88.879,17,39.805
streetLight2 (33),0.011,88.89,88.901,2,23.974
Terrain,0.0,88.912,88.912,1,27.443
streetLight2 (33),0.023,88.923,88.946,3,23.743
Terrain,0.222,88.957,89.179,21,38.854
streetLight2 (32),0.0,89.19,89.19,1,42.035
Bush_qilgY2_2x2x4_PF_baked_single,0.0,89.201,89.201,1,57.342
Lod_1,0.022,89.212,89.234,3,36.047
Bush_qilgY2_2x2x4_PF_baked_single,0.1,89.245,89.345,10,57.144
Lod_1,0.0,89.357,89.357,1,37.457
Bush_qilgY2_2x2x4_PF_baked_single,0.011,89.368,89.379,2,56.857
Lod_1,0.111,89.39,89.501,11,36.11
Sitting_NPC (425),0.0,89.512,89.512,1,34.712
retirementHome1,0.0,89.523,89.523,1,217.206
Sitting_NPC (425),0.0,89.534,89.534,1,33.736
Lod_1,0.0,89.545,89.545,1,35.033
Terrain,0.0,89.556,89.556,1,38.014
Chairs (6),0.011,89.567,89.578,2,14.012
Sitting_NPC (421),0.0,89.59,89.59,1,9.296
Chairs (6),0.144,89.601,89.745,14,10.375
Chairs (7),0.0,89.756,89.756,1,9.004
Chairs (6),0.133,89.767,89.9,13,9.98
Sitting_NPC (421),0.0,89.912,89.912,1,8.86
Chairs (6),0.022,89.923,89.945,3,10.747
Chairs (4),0.0,89.956,89.956,1,14.956
PlantPot_A (2),0.022,89.967,89.989,3,17.157
B017 (3),0.0,90.001,90.001,1,32.12
PlantPot_A (2),0.211,90.012,90.223,20,17.06
baum ld0(enhanced),0.011,90.234,90.245,2,17.893
B001,0.356,90.256,90.612,33,40.479
PlantPot_A (1),0.0,90.622,90.622,1,33.924
Terrain,0.401,90.633,91.034,37,54.129
Bush_qilgP2_6x6x4_PF (24),0.011,91.045,91.056,2,104.362
Park_Streight (2),0.01,91.067,91.077,2,101.626
Bush_qilgP2_6x6x4_PF (24),0.089,91.089,91.178,9,103.991
Combined_2 (2),0.0,91.189,91.189,1,147.679
baum ld0(enhanced),0.039,91.2,91.239,5,109.225
Combined_2 (2),0.011,91.249,91.26,2,147.556
baum ld0(enhanced),0.0,91.27,91.27,1,110.429
Bush_qilgP2_6x6x4_PF (24),0.341,91.281,91.622,31,103.922
face_34,0.011,91.633,91.644,2,62.001
Bush_qilgP2_6x6x4_PF (24),0.0,91.655,91.655,1,103.656
face_34,0.078,91.666,91.744,8,61.883
New_NPC (34),0.178,91.755,91.933,17,61.514
Bush_qilgP2_6x6x4_PF (24),0.0,91.944,91.944,1,102.772
Terrain,0.0,91.956,91.956,1,51.491
PlantPot_A (1),0.034,91.966,92.0,4,31.19
New_NPC (77),0.0,92.011,92.011,1,30.173
PlantPot_A (1),0.355,92.022,92.377,33,30.802
New_NPC (77),0.567,92.388,92.955,52,27.461
PlantPot_A (1),0.0,92.966,92.966,1,28.977
New_NPC (77),0.0,92.977,92.977,1,26.386
PlantPot_A (1),0.023,92.988,93.011,3,28.956
New_NPC (77),0.012,93.021,93.033,2,26.144
PlantPot_A (1),0.0,93.044,93.044,1,28.86
New_NPC (77),0.0,93.055,93.055,1,26.055
PlantPot_A (1),0.033,93.066,93.099,4,28.759
New_NPC (77),0.034,93.11,93.144,4,25.744
PlantPot_A (1),0.0,93.155,93.155,1,28.585
New_NPC (77),0.0,93.166,93.166,1,25.625
PlantPot_A (1),0.022,93.177,93.199,3,28.527
New_NPC (77),0.633,93.21,93.843,58,24.344
Terrain,0.0,93.855,93.855,1,20.405
Chairs (6),0.177,93.866,94.043,17,3.91
Sitting_NPC (4061),0.511,94.054,94.565,47,5.92
Chairs (6),0.0,94.577,94.577,1,7.189
takeOutBurger (4),0.0,94.588,94.588,1,5.947
Sitting_NPC (4061),0.023,94.598,94.621,3,5.472
PlantPot_A (2),0.0,94.632,94.632,1,9.277
Terrain,0.0,94.643,94.643,1,38.696
New_NPC (77),0.0,94.654,94.654,1,20.57
face_77,0.0,94.71,94.71,1,20.477
PlantPot_A (1),0.088,94.721,94.809,9,26.842
New_NPC (77),0.3,94.82,95.12,28,19.302
PlantPot_A (1),0.023,95.131,95.154,3,25.991
New_NPC (77),0.022,95.165,95.187,3,18.423
PlantPot_A (1),0.0,95.198,95.198,1,26.035
baum ld1(enhanced),0.0,95.209,95.209,1,68.655
Terrain,0.0,95.22,95.22,1,66.571
DmaterialC150,0.0,95.231,95.231,1,95.546
RedBush_Var1_Prefab_baked_single (4),0.01,95.243,95.253,2,100.669
Park_Streight (2),0.0,95.265,95.265,1,97.137
Park_Streight (3),0.0,95.276,95.276,1,95.317
Park_Streight (2),0.0,95.287,95.287,1,102.62
Park_Streight (1),0.0,95.298,95.298,1,118.931
Park_Sidewalk_Corner_B,0.0,95.309,95.309,1,109.868
Park_Streight (2),0.0,95.32,95.32,1,104.913
Park_Streight (1),0.0,95.331,95.331,1,118.682
Park_Streight (2),0.0,95.342,95.342,1,104.45
baum ld0(enhanced),0.0,95.354,95.354,1,99.126
Park_Streight (2),0.0,95.365,95.365,1,96.695
Park_Streight (3),0.0,95.376,95.376,1,95.128
RedBush_Var1_Prefab_baked_single (4),0.044,95.387,95.431,5,100.197
baum ld1 mobile (4),0.0,95.443,95.443,1,107.016
Bush_qilgP2_6x6x4_PF (24),0.0,95.454,95.454,1,96.99
Terrain,0.011,95.465,95.476,2,39.086
PlantPot_A (1),0.111,95.487,95.598,11,25.83
Terrain,0.023,95.609,95.632,3,42.268
PlantPot_A (1),0.067,95.642,95.709,7,26.13
Terrain,0.0,95.72,95.72,1,39.131
PlantPot_A (1),0.011,95.732,95.743,2,25.347
New_NPC (77),0.012,95.753,95.765,2,16.206
PlantPot_A (1),0.055,95.776,95.831,6,25.431
New_NPC (77),0.067,95.842,95.909,7,15.717
PlantPot_A (1),0.0,95.92,95.92,1,25.465
PlantPot_A,0.034,95.931,95.965,4,47.373
PlantPot_A (1),0.0,95.975,95.975,1,25.565
New_NPC (77),0.044,95.987,96.031,5,15.107
PlantPot_A,0.022,96.042,96.064,3,47.079
New_NPC (77),0.0,96.075,96.075,1,14.758
PlantPot_A,0.0,96.087,96.087,1,46.985
streetLight2 (12),0.0,96.098,96.098,1,90.945
RedBush_Var1_Prefab_baked_single (4),0.0,96.109,96.109,1,98.74
Bush_qilgY2_2x2x4_PF_baked_single,0.0,96.12,96.12,1,45.99
baum ld0 mobile (4),0.0,96.131,96.131,1,100.952
Bush_qilgY2_2x2x4_PF_baked_single,0.111,96.142,96.253,11,46.683
RedBush_Var1_Prefab_baked_single (4),0.056,96.264,96.32,6,99.285
baum ld0 mobile (4),0.022,96.331,96.353,3,100.542
RedBush_Var1_Prefab_baked_single (4),0.0,96.364,96.364,1,98.854
Juniper_Bush_01_Var5_baked_single (9),0.0,96.375,96.375,1,103.537
H_Plant_Perennials_a2_1x1x2_Prefab_baked_hierarchy,0.0,96.386,96.386,1,95.803
New_NPC (77),0.0,96.397,96.397,1,13.503
NPC-4629,0.0,96.409,96.409,1,45.828
New_NPC (77),0.0,96.42,96.42,1,13.36
face_77,0.0,96.431,96.431,1,13.358
New_NPC (77),0.0,96.442,96.442,1,13.402
face_77,0.0,96.453,96.453,1,13.278
Terrain,0.167,96.464,96.631,16,35.537
New_NPC (77),0.055,96.642,96.697,6,12.454
Terrain,0.011,96.708,96.719,2,34.795
New_NPC (77),0.277,96.731,97.008,26,11.577
Terrain,0.011,97.019,97.03,2,30.359
New_NPC (77),0.277,97.042,97.319,26,10.284
PlantPot_A,0.055,97.331,97.386,6,44.968
New_NPC (77),0.233,97.397,97.63,22,8.966
face_77,0.088,97.642,97.73,9,8.365
New_NPC (77),0.01,97.742,97.752,2,8.052
face_77,0.066,97.764,97.83,7,7.923
New_NPC (77),0.011,97.841,97.852,2,7.734
face_77,0.033,97.864,97.897,4,7.606
New_NPC (77),0.034,97.908,97.942,4,7.382
face_77,0.0,97.952,97.952,1,7.342
New_NPC (77),0.022,97.964,97.986,3,7.237
face_77,0.0,97.997,97.997,1,7.155
Terrain,0.0,98.008,98.008,1,65.901
face_77,1.166,98.019,99.185,106,4.733
Terrain,0.0,99.196,99.196,1,20.905
New_NPC (77),0.0,99.208,99.208,1,2.546
Terrain,0.022,99.219,99.241,3,20.179
New_NPC (77),0.267,99.252,99.519,25,1.767
Terrain,0.355,99.53,99.885,33,16.757
Lod_1,0.189,99.896,100.085,18,16.349
Bush_qilgY2_2x2x4_PF_baked_single,0.0,100.097,100.097,1,38.161
Park_Streight (3),0.0,100.107,100.107,1,86.839
streetLight2 (12),0.0,100.118,100.118,1,83.712
Terrain,0.0,100.13,100.13,1,52.186
Bush_qilgP2_6x6x4_PF (24),0.0,100.141,100.141,1,88.661
Park_Streight (2),0.0,100.152,100.152,1,88.094
Terrain,0.0,100.163,100.163,1,65.576
Park_Streight (2),0.0,100.174,100.174,1,85.716
DmaterialC150,0.0,100.185,100.185,1,74.608
Terrain,0.311,100.196,100.507,29,48.326
Park_Streight (1),0.0,100.518,100.518,1,115.296
retirementHome1,0.0,100.529,100.529,1,200.679
baum ld0(enhanced),0.0,100.54,100.54,1,100.308
Lod_1,0.399,100.552,100.951,37,16.91
Combined_apartment2 (2),0.0,100.974,100.974,1,248.123
baum ld0(enhanced),0.0,100.984,100.984,1,91.463
Terrain,0.022,100.996,101.018,3,11.247
PlantPot_A,0.0,101.029,101.029,1,38.238
face_4628,0.0,101.04,101.04,1,37.486
Terrain,0.0,101.051,101.051,1,28.999
PlantPot_A,0.012,101.062,101.074,2,37.759
Terrain,0.0,101.084,101.084,1,36.351
PlantPot_A,0.034,101.095,101.129,4,37.731
Terrain,0.044,101.14,101.184,5,35.575
PlantPot_A,0.077,101.196,101.273,8,37.44
NPC-4628,0.0,101.284,101.284,1,36.987
PlantPot_A,0.234,101.295,101.529,22,37.106
NPC-4628,0.089,101.54,101.629,9,36.364
PlantPot_A,0.033,101.641,101.674,4,36.636
NPC-4628,0.089,101.685,101.774,9,36.051
PlantPot_A,0.0,101.784,101.784,1,36.868
B027,0.477,101.796,102.273,44,45.701
House1,0.0,102.284,102.284,1,102.074
PlantPot_A (5),0.0,102.295,102.295,1,54.506
Bush_qilgP2_6x6x4_PF (24),0.0,102.306,102.306,1,84.19
Bush_qilgP2_6x6x4_PF (16),0.0,102.318,102.318,1,98.839
baum ld0(enhanced),0.0,102.328,102.328,1,85.559
baum ld0 mobile (4),0.122,102.34,102.462,12,89.021
baum ld1 mobile (4),0.011,102.473,102.484,2,95.897
RedBush_Var1_Prefab_baked_single (4),0.011,102.495,102.506,2,87.903
baum ld0(enhanced),0.0,102.517,102.517,1,85.185
Bush_qilgY2_2x2x4_PF_baked_single,0.366,102.528,102.894,34,33.332
baum ld1 mobile (4),0.0,102.905,102.905,1,92.952
streetLight2 (31),0.0,102.917,102.917,1,43.813
Combined_2 (2),0.044,102.928,102.972,5,126.452
Bush_qilgP2_6x6x4_PF (24),0.012,102.983,102.995,2,84.129
baum ld0(enhanced),0.0,103.006,103.006,1,89.211
Combined_2 (2),0.042,103.019,103.061,5,126.266
baum ld0(enhanced),0.0,103.072,103.072,1,89.138
Bush_qilgP2_6x6x4_PF (24),0.067,103.083,103.15,7,83.865
baum ld0(enhanced),0.089,103.161,103.25,9,88.811
Bush_qilgP2_6x6x4_PF (24),0.212,103.261,103.473,20,82.461
Bush_qilgP2_6x6x4_PF (20),0.0,103.483,103.483,1,92.663
NPC-4629,0.299,103.495,103.794,28,32.376
PlantPot_A,0.144,103.806,103.95,14,32.637
Bush_qilgP2_6x6x4_PF (24),0.0,103.961,103.961,1,81.784
streetLight2 (31),0.0,103.972,103.972,1,41.697
Bush_qilgP2_6x6x4_PF (16),0.032,103.984,104.016,4,95.317
baum ld1(enhanced),0.0,104.028,104.028,1,95.559
Bush_qilgP2_6x6x4_PF (16),0.277,104.039,104.316,26,94.985
Terrain,0.356,104.327,104.683,33,36.738
Bush_qilgP2_6x6x4_PF (23),0.189,104.694,104.883,18,82.574
streetLight2 (30),0.0,104.894,104.894,1,53.008
Bush_qilgP2_6x6x4_PF (23),0.01,104.906,104.916,2,82.368
streetLight2 (30),0.067,104.927,104.994,7,52.801
baum ld1(enhanced),0.0,105.005,105.005,1,93.058
baum ld0(enhanced),0.333,105.016,105.349,25,82.672
Combined_2 (2),0.0,105.361,105.361,1,123.317
retirementHome1,0.0,105.372,105.372,1,186.681
Bush_qilgY2_2x2x4_PF_baked_single,0.322,105.383,105.705,30,28.029
Terrain,0.0,105.716,105.716,1,50.39
SingleStraightPrefab (2),0.0,105.727,105.727,1,71.684
Terrain,0.189,105.738,105.927,18,32.283
PlantPot_A,0.0,105.938,105.938,1,28.328
NPC-4628,0.045,105.949,105.994,5,27.816
PlantPot_A,0.011,106.005,106.016,2,28.16
NPC-4629,0.0,106.027,106.027,1,27.871
PlantPot_A,0.022,106.038,106.06,3,28.097
NPC-4629,0.177,106.072,106.249,17,27.57
Col House1,0.0,106.261,106.261,1,94.423
B027,0.31,106.272,106.582,29,34.516
B013,0.011,106.593,106.604,2,28.895
B030,0.601,106.615,107.216,55,23.076
B013,0.011,107.227,107.238,2,26.865
B027,0.333,107.249,107.582,31,37.193
PlantPot_A,0.0,107.593,107.593,1,25.463
NPC-4628,0.011,107.605,107.616,2,25.046
PlantPot_A,0.0,107.627,107.627,1,25.398
NPC-4628,0.687,107.638,108.325,63,24.723
PlantPot_A,0.067,108.336,108.403,7,24.967
NPC-4628,0.023,108.414,108.437,3,24.554
PlantPot_A,0.0,108.448,108.448,1,24.946
NPC-4628,0.111,108.459,108.57,11,24.535
PlantPot_A,0.023,108.581,108.604,3,24.936
NPC-4628,0.012,108.614,108.626,2,24.574
Park_Corner_A (2),0.0,108.637,108.637,1,73.873
B027,0.0,108.648,108.648,1,32.863
B013,0.0,108.659,108.659,1,25.452
B030,0.022,108.67,108.692,3,21.07
B001,0.734,108.703,109.437,67,15.96
Terrain,0.178,109.448,109.626,17,8.48
B001,0.511,109.637,110.148,47,14.573
baum ld0(enhanced),0.0,110.159,110.159,1,6.371
PlantPot_A (1),0.222,110.17,110.392,21,5.512
B001,0.0,110.403,110.403,1,11.774
B017 (3),0.233,110.415,110.648,22,12.213
PlantPot_A (1),0.288,110.66,110.948,27,4.894
B017 (3),1.423,110.959,112.382,129,12.298
Terrain,0.144,112.393,112.537,14,10.021
PlantPot_A (1),0.232,112.549,112.781,22,4.478
B017 (3),0.0,112.793,112.793,1,11.718
PlantPot_A (1),0.0,112.804,112.804,1,5.629
B017 (3),0.355,112.815,113.17,33,11.786
B22 1 (3),0.156,113.181,113.337,15,17.845
B017 (3),0.178,113.348,113.526,17,11.195
pavement3 (6),0.022,113.537,113.559,3,10.645
B017 (3),0.012,113.57,113.582,2,10.753
pavement3 (6),0.0,113.593,113.593,1,10.62
B017 (3),0.0,113.604,113.604,1,10.711
pavement3 (6),0.078,113.615,113.693,8,10.49
B017 (3),0.0,113.704,113.704,1,10.566
pavement3 (6),0.022,113.715,113.737,3,10.411
B017 (3),0.0,113.748,113.748,1,10.503
pavement3 (6),0.045,113.759,113.804,5,10.322
B017 (3),0.066,113.815,113.881,7,10.35
Terrain,0.0,113.892,113.892,1,10.049
B017 (3),0.179,113.903,114.082,17,10.039
PlantPot_A (1),0.255,114.093,114.348,24,3.308
Terrain,0.011,114.359,114.37,2,7.596
B017 (3),3.876,114.382,118.258,349,7.62
B001,1.531,118.269,119.8,139,6.798
B030,0.421,119.811,120.232,39,16.713
B027,0.0,120.243,120.243,1,31.508
baum ld2(enhanced),0.0,120.254,120.254,1,137.098
NPC-4629,0.0,120.266,120.266,1,23.249
PlantPot_A,0.211,120.277,120.488,20,24.127
Terrain,0.232,120.499,120.731,22,8.82
Bush_qilgP2_6x6x4_PF (19),0.0,120.743,120.743,1,92.565
baum ld2(enhanced),0.0,120.754,120.754,1,99.617
Combined_2 (2),0.066,120.765,120.831,7,115.955
streetLight1Prefab (60),0.0,120.843,120.843,1,105.815
Combined_2 (2),0.0,120.854,120.854,1,115.851
baum ld1(enhanced),0.011,120.865,120.876,2,89.259
Combined_2 (2),0.023,120.887,120.91,3,115.794
baum ld1(enhanced),0.0,120.921,120.921,1,88.739
baum ld2(enhanced),0.0,120.932,120.932,1,86.384
Combined_2 (2),0.0,120.943,120.943,1,115.72
baum ld1(enhanced),0.011,120.954,120.965,2,89.24
Combined_2 (2),0.022,120.976,120.998,3,115.642
streetLight1Prefab (60),0.0,121.009,121.009,1,105.529
baum ld1(enhanced),0.024,121.022,121.046,3,88.739
Bush_qilgP2_6x6x4_PF (19),0.0,121.056,121.056,1,93.727
Combined_2 (2),0.097,121.067,121.164,10,115.413
apartment3,0.0,121.175,121.175,1,120.667
B013,0.133,121.186,121.319,13,22.496
B030,0.224,121.33,121.554,21,16.091
B013,0.0,121.565,121.565,1,21.073
B027,0.211,121.576,121.787,20,29.519
baum ld2(enhanced),0.0,121.798,121.798,1,84.732
PlantPot_A,0.0,121.809,121.809,1,22.701
NPC-4629,0.0,121.82,121.82,1,21.232
PlantPot_A,0.056,121.831,121.887,6,21.578
NPC-4629,0.044,121.898,121.942,5,21.056
PlantPot_A,0.045,121.953,121.998,5,21.415
NPC-4629,0.022,122.009,122.031,3,20.887
PlantPot_A,0.0,122.042,122.042,1,21.32
NPC-4629,0.011,122.053,122.064,2,20.863
Combined_2 (2),0.0,122.075,122.075,1,116.525
baum ld0(enhanced),0.0,122.086,122.086,1,72.857
baum ld0 mobile (4),0.0,122.098,122.098,1,77.388
baum ld0(enhanced),0.011,122.109,122.12,2,73.767
baum ld0 mobile (4),0.022,122.131,122.153,3,76.56
baum ld0(enhanced),0.0,122.164,122.164,1,73.107
baum ld0 mobile (4),0.011,122.176,122.187,2,77.322
baum ld0(enhanced),0.133,122.198,122.331,13,73.069
baum ld0 mobile (4),0.0,122.342,122.342,1,76.536
streetLight2 (13),0.0,122.353,122.353,1,57.825
baum ld0(enhanced),0.0,122.364,122.364,1,75.627
baum ld1(enhanced),0.0,122.375,122.375,1,40.41
baum ld2(enhanced),0.0,122.386,122.386,1,134.199
Col House1,0.0,122.397,122.397,1,92.372
streetLight2 (15),0.0,122.409,122.409,1,55.777
Col House1,0.0,122.419,122.419,1,92.404
apartment3,0.0,122.431,122.431,1,118.424
Col House1,0.011,122.442,122.453,2,92.377
apartment3,0.0,122.464,122.464,1,135.706
Col House1,0.033,122.475,122.508,4,92.289
apartment3,0.0,122.519,122.519,1,118.278
Col House1,0.011,122.531,122.542,2,92.172
apartment3,0.0,122.553,122.553,1,118.365
B027,0.2,122.564,122.764,19,30.637
Combined_2 (2),0.0,122.775,122.775,1,112.762
PlantPot_A,0.0,122.786,122.786,1,21.042
NPC-4629,0.0,122.797,122.797,1,19.657
PlantPot_A,0.0,122.809,122.809,1,20.208
NPC-4629,0.045,122.819,122.864,5,19.594
PlantPot_A,0.122,122.875,122.997,12,20.02
Combined_2 (2),0.0,123.009,123.009,1,112.648
B027,0.0,123.02,123.02,1,28.197
B013,0.022,123.031,123.053,3,23.117
B027,0.799,123.064,123.863,73,28.968
apartment3,0.0,123.874,123.874,1,116.099
Combined_2 (2),0.0,123.885,123.885,1,110.953
baum ld1(enhanced),0.0,123.896,123.896,1,84.371
Bush_qilgP2_6x6x4_PF (20),0.0,123.907,123.907,1,78.198
Park_Sidewalk_Corner_B (1),0.012,123.918,123.93,2,74.92
Park_Streight (2),0.011,123.941,123.952,2,67.769
Bush_qilgP2_6x6x4_PF (20),0.167,123.963,124.13,16,78.561
Park_Sidewalk_Corner_B (1),0.0,124.142,124.142,1,76.292
Bush_qilgP2_6x6x4_PF (20),0.0,124.152,124.152,1,77.888
Bench_A,0.0,124.163,124.163,1,68.058
powerCabinet,0.222,124.175,124.397,21,49.725
Combined_2 (2),0.0,124.408,124.408,1,109.831
PlantPot_A (5),0.234,124.419,124.653,22,35.882
PlantPot_A,0.011,124.664,124.675,2,17.756
NPC-4629,0.0,124.686,124.686,1,16.434
PlantPot_A,0.799,124.697,125.496,73,16.2
Bush_qilgP2_6x6x4_PF (20),0.012,125.507,125.519,2,74.858
NPC-619,0.0,125.53,125.53,1,37.622
Bush_qilgP2_6x6x4_PF (20),0.1,125.541,125.641,10,74.662
face_619,0.0,125.652,125.652,1,37.702
Bush_qilgP2_6x6x4_PF (20),0.0,125.663,125.663,1,74.26
face_619,0.111,125.674,125.785,11,37.532
Bush_qilgP2_6x6x4_PF (20),0.033,125.796,125.829,4,74.04
powerCabinet,0.0,125.841,125.841,1,46.953
B027,0.066,125.852,125.918,7,26.478
Terrain,0.0,125.929,125.929,1,45.622
powerCabinet,0.122,125.941,126.063,12,46.724
B027,0.022,126.074,126.096,3,26.093
Terrain,0.345,126.107,126.452,32,39.104
SingleStraightPrefab (2),0.0,126.463,126.463,1,52.745
PlantPot_A (5),0.233,126.474,126.707,22,31.971
face_619,0.0,126.718,126.718,1,35.809
NPC-619,0.012,126.729,126.741,2,35.732
face_619,0.033,126.752,126.785,4,35.713
Bush_qilgP2_6x6x4_PF (20),0.067,126.796,126.863,7,72.511
PlantPot_A,0.011,126.874,126.885,2,13.453
NPC-4628,0.0,126.896,126.896,1,12.755
NPC-4629,0.211,126.907,127.118,20,12.339
PlantPot_A,0.0,127.129,127.129,1,12.619
NPC-4629,0.021,127.141,127.162,3,12.168
PlantPot_A,0.255,127.174,127.429,24,12.356
NPC-619,0.0,127.44,127.44,1,34.139
Bush_qilgP2_6x6x4_PF (20),0.0,127.451,127.451,1,70.859
NPC-619,0.0,127.462,127.462,1,34.152
Bush_qilgP2_6x6x4_PF (20),0.0,127.474,127.474,1,70.75
NPC-619,0.011,127.485,127.496,2,34.097
face_619,0.177,127.507,127.684,17,34.114
NPC-619,0.011,127.696,127.707,2,33.851
face_619,0.177,127.718,127.895,17,33.725
NPC-613,0.011,127.907,127.918,2,33.139
PlantPot_A (5),0.0,127.929,127.929,1,30.955
NPC-613,0.011,127.94,127.951,2,33.06
Bush_qilgP2_6x6x4_PF (20),0.0,127.962,127.962,1,71.371
Combined_2 (2),0.066,127.974,128.04,7,103.408
Bush_qilgP2_6x6x4_PF (20),0.0,128.052,128.052,1,70.023
Combined_2 (2),0.0,128.062,128.062,1,103.375
B013,0.522,128.073,128.595,48,8.868
B027,1.743,128.607,130.35,158,16.685
baum ld1(enhanced),0.355,130.372,130.727,33,24.222
baum ld2(enhanced),0.0,130.739,130.739,1,57.021
SingleStraightPrefab (2),0.0,130.75,130.75,1,47.33
NPC-619,0.0,130.761,130.761,1,27.935
PlantPot_A (5),0.0,130.772,130.772,1,25.542
SingleStraightPrefab (2),0.0,130.783,130.783,1,38.527
